SAMPLE_ID,Source,Source_path,Question,Answer
AUG_TRAIN1557,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 정부 예산안의 출산·양육 부담 경감 정책에 대한 세부 내용은 어떤 변화가 있는가?,"영아기 양육부담 완화를 위해 부모급여 지급액을 확대하고, 다자녀 가구에 대한 혜택을 확대하는 정책이 시행되고 있다."
AUG_TRAIN1558,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년도 예산안에서 돌봄부담 완화를 위한 주요 정책에 어떤 변화를 주목할 수 있나요?,"시간제보육 제공기관을 2023년 1,030개소에서 2024년 2,315개소로 확대하여 틈새돌봄을 확대하고, 아이돌봄 지원가구를 확대하고, 다자녀 가구의 아이돌보미 서비스 이용요금을 10% 할인하여 부담을 완화한다."
AUG_TRAIN1559,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국내 기업들이 외국인 투자와 국내 복귀 투자를 유치할 수 있는 환경을 개선하여 글로벌 공급망의 새로운 중심이 될 수 있는 역할을 하는 한국 정부의 정책 목표는 무엇인가?,글로벌 공급망 재편 과정에서 우리나라가 대안 투자처가 될 수 있도록 하기 위해서이다.
AUG_TRAIN1560,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,농지 공공임대 프로그램의 변화를 통해 청년 농업인의 농업 경쟁력을 어떻게 향상시킬 수 있는가?,"농지은행이 보유한 비축농지를 저렴하게 공공임대하는 물량을 (2023년) 1,875ha→(2024년) 2,500ha로 대폭 확대하는 한편, 농지 매입단가를 (2023년) 408백만원→(2024년) 428백만원으로 인상한다."
AUG_TRAIN1561,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,농업의 효율성을 높이고 노동자 수를 줄이기 위한 혁신적인 방법은 무엇일까?,"스마트농업을 육성하고 농업 자동화 및 데이터 기반 스마트팜 확산을 추진하고 있으며, 임대형 스마트팜과 스마트온실을 구축하여 청년농에게 장기 임대하는 등의 방안을 추진하고 있다."
AUG_TRAIN1562,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,한국군의 무기체계 전력화 강화에 어떤 비중을 두고 있는지 설명해 주세요.,"북 핵·미사일 위협 대비 압도적 대응능력 구축을 위해 킬체인(F-X 2차, 한국형구축함 등), 다층 미사일 방어(장거리함대공유도탄, 장거리지대공유도무기-Ⅱ 등), 압도적 대량 응징(230㎜급다련장, 특수작전용대형기동헬기 등) 등 무기체계 전력화 강화에 중점 투자한다(6.1조원→6.8조원)."
AUG_TRAIN1563,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,지역사회에서 정신 건강 서비스를 제공받는 장기 입원 없이 회복할 수 있도록 돕기 위한 '동료지원쉼터' 운영의 궁극적인 목적은 무엇인가?,"정신질환자들이 장기 입원을 하지 않고 지역사회에서 상담, 휴식 등 서비스를 제공받으면서 자연스럽게 지역사회에 정착하고 회복할 수 있도록 추진하기 위해."
AUG_TRAIN1564,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,재난대응 체계 구축을 위한 예산 증액의 효과적인 활용을 위해 무엇이 필요한가?,"산사태취약지역 기초조사 및 산사태 발생 우려지역 실태조사 예산이 62억원에서 110억원으로 확대되었고, 산지사방, 계류보전, 산림유역관리 등 사방사업 투자 예산이 2,210억원에서 2,510억원으로 확대되어 국민의 생명과 재산을 보호하는 데 주력하기 위함이다."
AUG_TRAIN1565,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국방 예산에서 가장 큰 비중을 차지하는 분야가 무엇인지 알려면?,외교·통일 분야가 17.7%로 예산 증감률이 가장 높습니다.
AUG_TRAIN1566,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국방 분야의 예산 증가는 '23년 대비 '24년으로 어떤 영향을 미쳤을까요?,국방 분야의 예산은 '23년에 57.0조원에서 '24년에 59.4조원으로 2.4조원 증가하여 4.2% 증가했습니다.
AUG_TRAIN1567,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,'24년 R&D 예산 감소율은 '23년 예산 대비 어느 정도였나요?,R&D 분야의 예산은 '23년에 31.1조원 '24년에 26.5조원으로 4.5조원 감소하여 14.6% 감소했습니다.
AUG_TRAIN1568,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,최중증 발달장애인의 가족을 위한 지원 체계를 개선하기 위해 어떤 새로운 정책이 도입되었습니다?,"최중증 발달장애인을 위한 돌봄 체계 구축을 위해 1:1 돌봄 체계가 도입되었고, 기존 돌봄 서비스인 발달장애인 주간활동과 장애인 활동지원이 확대되었으며, 장애인 연금 부가급여도 인상되었습니다."
AUG_TRAIN1569,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국민의 자립지원 확대를 위한 사회적 안전망을 구축하기 위해 정부가 어떠한 법적 장치를 마련했는지 설명해 주세요.,"가정폭력 피해자가 보호시설 퇴소시 피해 당사자에게 지원하는 자립지원금을 피해자의 동반아동까지 확대 지원하고, 가정폭력·성폭력·교제폭력 등 다양한 유형의 폭력 피해자를 지원할 수 있는 통합상담소를 확대하며, 성폭력 피해 아동·청소년의 2차 피해를 예방하기 위해 해바라기센터에서의 영상증인신문 지원을 확대하는 등의 정책이 시행되었습니다."
AUG_TRAIN1570,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,대학에서 졸업한 일반 청년들이 성공적으로 취업하기 위한 전반적인 지원을 어떤 형태로 제공되고 있는가?,"고용서비스, 일경험, 취업비용 부담경감 등 현장 체감형 사업이 종합 지원되고 있다. 대학일자리+센터를 통해 전문계고·대학재학생 맞춤형 고용서비스가 대폭 확대되며, 청년일경험지원 및 일자리도약장려금도 확대 지원된다."
AUG_TRAIN1571,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,고역량 청년의 직업 기회가 어디에 가장 많이 제공되고 있는가?,"고역량 청년을 위해 첨단산업·해외 등 유망분야 양질의 취업을 촉진하기 위한 지원이 강화되고 있다. 산학연협력고도화지원사업과 첨단분야직업훈련이 대폭 확대되고 있으며, 해외 취업을 통한 글로벌 인재 양성을 위한 한미첨단분야 청년교류지원과 K-Move스쿨도 확대되고 있다."
AUG_TRAIN1572,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,정부가 콘텐츠 산업에 투자하기 위한 자금 조성에 어떤 방식으로 접근하고 있는지 설명해 주세요.,"전략펀드와 영상전문투자조합 출자, 케이(K)-콘텐츠 펀드 등을 조성하고 있다."
AUG_TRAIN1573,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 국내 콘텐츠 산업에 대한 정부의 지원금은 1조 7천 4백억원에 달하는 규모로 어떤 비중을 차지할 수 있는가?,2024년에 국내 콘텐츠 시장에 1조 7천 4백억원 규모의 정책금융이 공급될 예정이다.
AUG_TRAIN1574,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국가대표 선수들의 경기력 향상을 위한 주요 사업을 식별하는 데 어떤 요인이 가장 중요할까?,"국가대표 선수 훈련식비 증액, 국가대표 지도자 수당 인상, 진천선수촌 수영장 경영풀 환경 개선 등의 사업이 편성되었다."
AUG_TRAIN1575,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,정부는 첨단분야에 어떠한 기술 개발을 위한 자금을 얼마나 투입할 예정인가?,"기초원천 기술, 차세대기술 역량을 키우는데 집중 활용될 계획이며, 국가전략기술에 대한 정부 R&D 투자를 확대하고, 바이오·우주 등 첨단분야 중심으로 대규모 전략프로젝트를 추진하고, 글로벌 R&D도 대폭 확대할 예정이다."
AUG_TRAIN1576,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 R&D 분야 재정 투자 계획에서 교육 분야의 예산 감소가 가장 크게 이루어지는 국가는 어디인가?,교육 분야가 -53.8%로 가장 큰 감소율을 보이고 있다.
AUG_TRAIN1577,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,네트워크 인프라 환경의 발전을 위한 투자 확대의 주요 기술 개발 동향은 무엇인가?,"세계 최고 수준의 네트워크 인프라 환경을 구축하기 위해 양자기술 등 차세대 통신·컴퓨팅 핵심기술 개발을 안정적으로 지원하고, 투자가 확대되고 있다."
AUG_TRAIN1578,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,소상공인들의 경영부담을 완화하기 위해 정부가 시행하는 정책의 주요 내용은 무엇입니까?,이자를 최대 1.5%p 감면하고 고리 대출을 저리 정책자금으로 대환하는 프로그램이 신설되었다.
AUG_TRAIN1579,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 신설된 해외 인재 유입 제도가 국내 스타트업에 미치는 긍정적인 영향은 무엇인가?,해외 인재 유입을 위해 해외 우수 스타트업을 발굴하여 지원하는 K-스카우터 제도가 신설되었다.
AUG_TRAIN1580,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 혁신형소형모듈원자로 기술 개발 부문의 예산 증가는 전년과 비교했을 때 얼마나 큰 비중을 차지하는지 설명해 주세요.,"2024년에 혁신형소형모듈원자로기술개발 부문의 예산은 333억원이며, 전년 대비 753.8% 증가하였다."
AUG_TRAIN1581,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,교통약자의 이동편의 개선을 위한 정책의 효과성을 높이기 위한 방안은 무엇인가?,교통약자의 이동편의를 증진하기 위해 '특별교통수단 도입 및 운영비 지원'을 확대하고 '저상버스 도입'을 지속적으로 지원할 것이다.
AUG_TRAIN1582,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,홍수피해 예방을 위한 기술 개발에 어떤 비중을 두고 있나요?,"인공지능(AI) 홍수예보, 댐-하천 디지털 트윈기술에 우선 투자하고 있습니다."
AUG_TRAIN1583,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,식량안보를 보장하기 위한 정책의 효과성에 대한 정부의 평가는 어떠한가?,"농축산물 할인지원, 무기질비료 가격보조, 유가연동보조금, 사료구매자금 지원 등이 시행되고 있다."
AUG_TRAIN1584,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 농업·농촌 분야 예산 증감률은 2023년 예산과 비교했을 때 정확히 얼마나 다른가?,"2024년에 농업·농촌 분야의 예산은 185,578억원으로 2023년 대비 4.6% 증가한다."
AUG_TRAIN1585,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,임업인의 생계 안정을 위한 정책 및 서비스는 어떤 방식으로 제공되고 있는가?,"임업인의 소득안정과 공익적 기능을 강화하기 위해 임업직불금, 산림사업종합자금, 교육사업 등이 실시되고 있다."
AUG_TRAIN1586,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 하수관로정비 사업 예산이 2023년 예산에 비해 정확히 몇 배가 되는지 알려주세요.,"하수관로정비 사업 예산은 2023년 9,531억원에서 2024년 1조 2,816억원으로 증가하여 34.5% 증가하였다."
AUG_TRAIN1587,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국방부가 장병 복무여건을 개선하기 위한 주요 정책에 대한 세부 구체적인 내용을 요약하고 있는지 확인하고 싶다.,"병 봉급, 사회진출지원금을 국정과제 스케줄에 따라 인상하고, 지역상생장병특식을 확대하며, 단기복무장려금·수당 인상, 주택수당 지급대상 확대, 당직근무비 인상 등을 통해 초급간부의 지원율을 제고하고 있다."
AUG_TRAIN1588,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 인도적 지원(ODA)의 확대는 국제 사회에서 우리 국가의 영향력을 어떻게 강화하는지에 대해 궁금해하는가?,"글로벌 중추국가로서 책임있는 역할을 수행하고, 우리 기업과 청년의 해외 진출, 전략지역 지원 등 핵심 국익과 연계를 위하여."
AUG_TRAIN1589,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국민의 마약범죄 예방 및 근절을 위한 정책에 대한 정보를 제공하는 기관의 역할은 어떤 식으로 이루어지고 있는가?,"대국민 예방교육, 수사·감시 장비 도입, 중독재활센터 확충 등 예방→수사→재활 전주기를 체계적으로 지원하고 있다."
AUG_TRAIN1590,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,범죄피해자 인권보호에 대한 국가의 노력은 무엇인가?,아동·여성 등 범죄피해약자에 대한 지원을 강화하기 위해 원스톱솔루션 센터 설치 및 피해자 국선 전담변호사를 10명 증원하는 등의 조치가 이루어지고 있다.
AUG_TRAIN1591,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국회 입법활동 및 의정활동을 증진시키기 위한 효과적인 방법은 무엇일까?,"국회 정책세미나·토론회·간담회 실시간 생중계 시스템 구축, SNS 영상 제작 지원 및 의정활동 안내 문자메시지 발송 등을 통해 국회 입법활동 및 의정활동을 지원하고 있다."
AUG_TRAIN1592,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 지방교부세 감소율은 2023년 수준에 비해 얼마나 높은가?,"지방교부세가 2023년 대비 2024년에 11.3% 감소하여 752,883억원에서 667,593억원으로 감소했다."
AUG_TRAIN1593,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,정부가 코로나19 팬데믹 기간 동안 어려움을 겪은 자영업자와 소상공인에게 지원하는 재정적 도움을 제공하는 특별한 자금을 말하는 것입니다.,코로나 피해 자영업자·소상공인의 채무상환 부담을 완화하기 위한 기금
AUG_TRAIN1594,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년도 국방 예산의 주요 비중을 차지하는 군대의 인력 운영에 대한 지출이 가장 많을 수 있는 이유는 무엇일까요?,국방 분야의 예산 중 가장 큰 금액이 할당된 세부 항목은 '병력운영 (Military Personnel Management)' 입니다.
AUG_TRAIN1595,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년도 사회복지 분야의 예산 중 가장 낮은 비중을 차지하는 세부 항목은 어떤 분야인지 파악하고 싶습니다.,사회복지 분야의 예산 중 가장 작은 금액이 할당된 세부 항목은 '노동 (Labor)' 입니다.
AUG_TRAIN1596,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국가첨단산업 육성을 위한 특화단지의 기반시설 구축에 필요한 자금의 지원 방식에 대한 구체적인 세부 사항은 무엇인가?,"국가첨단전략산업 특화단지에 대한 저리융자, 기반시설 구축, 현장 맞춤형 실무교육 등을 종합적으로 지원할 계획이다."
AUG_TRAIN1597,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,이번 정부의 가족돌봄청년 지원 프로그램이 가족 돌봄에 대한 사회적 책임을 어떻게 분담할 것인지에 대한 접근 방식은 무엇인가요?,자기돌봄비(연200만원)와 돌봄코디네이터를 통한 밀착 사례관리 및 자조모임 등을 신규로 지원한다.
AUG_TRAIN1598,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,국고 지원 확대 방안에 대한 정책 변화가 의료 분야에 미치는 영향은 무엇인가?,"달빛어린이병원(45개소)에 대해 국고 지원에 착수하고, 소아환자에게 24시간 의료상담을 제공하는 24시간 상담센터를 신설하고, 어린이 공공전문진료센터와 소아암 전문거점병원을 확충하고, 전공의 수련수당도 신규 지원하고 있다."
AUG_TRAIN1599,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,세외수입의 구성 항목 중 가장 높은 비중을 차지하는 세부 항목은 무엇인가?,세외수입은 소득세·법인세·상속증여세·부가가치세·개별소비세·증권거래세·인지세 등으로 구성되어 있다.
AUG_TRAIN1600,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년도 예산안에서 세외수입 중 가장 큰 규모를 차지하는 정부의 비상금 원천은 무엇인가?,정부내부수입및기타 (Trust from Other & Others from Other A/C)
AUG_TRAIN1601,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년 기획재정부 예산의 규모는 얼마나 큰가요?,"438,715,377백만원"
AUG_TRAIN1602,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 기초생활보장제도의 4대 급여 예산 확대는 2023년 대비 몇 퍼센트 증가할 것인가?,2023년 17.8조원에서 2024년 19.4조원으로 확대된다.
AUG_TRAIN1603,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 장애인 고용장려금 지급액은 2023년보다 몇 배가 증가했는가?,"장애인 고용장려금은 2023년에 2,977억원이었고, 2024년에 3,234억원으로 증가했다."
AUG_TRAIN1604,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,지자체와 민간 금융사가 협력하여 지역활성화 투자 펀드를 조성하기 위해 어떤 규모의 자금을 제공할 것인지에 대한 정보를 제공하는 것은 무엇인지 설명해 주세요.,"정부가 총 3,000억(재정 1,000억 + 지방소멸기금 1,000억 + 산업은행 1,000억) 수준의 모펀드를 조성할 예정이며, 지자체와 민간 금융사가 자펀드를 결성하여 대규모의 프로젝트 파이낸싱(PF)를 추진할 것이다."
AUG_TRAIN1605,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,인도적 지원 확대의 주요 목표 국가가 분쟁지역과 기후변화 및 식량위기에 취약한 국가들이 무엇인가요?,"우크라이나 등 분쟁지역과, 기후변화·식량위기 등 위험에 노출된 취약국을 대상으로 인도적 지원을 확대할 것이다."
AUG_TRAIN1606,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 일자리 분야 재정 투자 계획에서 직접일자리 예산의 증감률은 2023년과 비교하여 얼마나 큰지 알려주세요?,"직접일자리 예산은 2023년 31,837억원에서 2024년 35,569억원으로 11.7% 증가했다."
AUG_TRAIN1607,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 교육분야 재정투자 감소의 원인은 무엇이었는가?,"89.8조원으로, 2023년 96.3조원 보다 6.5조원, 6.7% 감소했다."
AUG_TRAIN1608,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 교육 예산에서 유아와 초중등 교육 분야의 예산 증감률은 2023년과 어떻게 비교되는가?,"2024년에 유아및초중등교육 분야의 예산은 737,290억원으로 2023년 대비 8.9% 감소한다."
AUG_TRAIN1609,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 고등교육 분야 예산 증감에 대한 예상 변화는 무엇일까?,"고등교육 분야의 예산은 146,713억원으로 2023년 대비 4.7% 증가한다."
AUG_TRAIN1610,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2023년 교육 분야 예산의 감소율은 2024년 예산에 비해 얼마나 크다?,교육 분야 전체적으로 2024년에는 예산이 6.7% 감소한다.
AUG_TRAIN1611,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 평생교육바우처지원 예산 증액률은 2023년 예산과 비교하여 얼마나 높은가?,평생교육바우처지원 예산은 2023년 206억원에서 2024년 262억원으로 27.3% 증가했다.
AUG_TRAIN1612,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 문화·체육·관광분야 예산 증감 추이에서 문화예술 및 관광 분야가 2023년보다 큰 비율로 예산이 증가한 이유는 무엇인가요?,"문화예술, 관광, 그리고 문화재 분야가 2023년 대비 2024년에 예산이 증가했습니다."
AUG_TRAIN1613,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,문화예술 부문의 예산 증감 추세는 어떻게 될 것인가?,"문화예술 부문의 총 예산은 2023년 40,022억원에서 2024년 40,628억원으로 1.5% 증가하였다."
AUG_TRAIN1614,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 외국인투자 현금지원이 작년 대비 증가율은 얼마나 높은가?,300.0% 증가했다.
AUG_TRAIN1615,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,"2024년 산업혁신지원 부문 예산의 증가율은 얼마나 높았으며, 이는 국가 경제 성장에 어떤 영향을 미쳤을까?","2024년에 산업혁신지원 부문의 총 예산은 63,146억원이며, 전년 대비 5.1% 증가하였다."
AUG_TRAIN1616,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,자동차산업기술개발 부문의 기술개발 예산 증가가 다른 부문에 비해 가장 두드러진 변화는 어떤 원인에 의해 발생하였을까?,"자동차산업기술개발(R&D) 부문의 기술개발 예산이 가장 크게 증가하였으며, 그 증가율은 48.6%이다."
AUG_TRAIN1617,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,산업혁신지원 부문의 예산 중 2024년 산업혁신인재성장지원 부문의 금액과 2023년 금액의 차이율은 얼마인가?,"2024년에 산업혁신인재성장지원 부문의 예산은 1,575억원이며, 전년 대비 16.0% 증가하였다."
AUG_TRAIN1618,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,도로 부문의 예상 투자액이 2023년과 2024년에 어떤 차이를 보일지 예측할 수 있는지 분석해 본다.,"2023년 78,408억원에서 2024년 79,779억원으로 1.7% 증가하고 있다."
AUG_TRAIN1619,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년도 어업인 면세유 유가연동보조금 지원금액은 45억원으로 확정되었을까요?,45억원
AUG_TRAIN1620,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년도 수산물 상생할인 지원 예산의 금액은 몇 억원으로 집행되었나요?,"1,338억원"
AUG_TRAIN1621,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 어촌 신활력 증진을 위한 정부 지원금이 얼마나 증가할지에 대한 정보를 어디서 확인할 수 있을까요?,962억원
AUG_TRAIN1622,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 하수처리장 설치사업 예산이 2023년 예산보다 얼마나 많은 비율로 증가했는가?,"하수처리장 설치사업 예산은 2023년 7,716억원에서 2024년 1조 241억원으로 증가하여 32.7% 증가하였다."
AUG_TRAIN1623,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,하수처리수 재이용 사업 예산의 변화율에 따라 2023년과 2024년의 재이용 비율은 얼마나 차이가 나는가?,하수처리수 재이용 사업 예산은 2023년 497억원에서 2024년 529억원으로 6.4% 증가하였다.
AUG_TRAIN1624,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 외교·통상 부문 예산 증가율은 2023년 예산에 비해 얼마나 높은가?,"14,736억원 증가하여 29.8% 증가하였다."
AUG_TRAIN1625,2024 나라살림 예산개요,./train_source/2024 나라살림 예산개요.pdf,2024년 재정투자 계획에서 2023년 대비 가장 큰 비중을 차지하는 분야는 무엇입니까?,2023년 대비 2024년에 22.1%의 증가율을 보인 재정·금융 분야입니다.
AUG_TRAIN1626,재정통계해설,./train_source/재정통계해설.pdf,정부의 재정 활동의 단순화와 투명성을 강조하는 측면에서 통합 재정의 개념은 어떻게 표현할 수 있을까?,"정부의 모든 회계·기금을 포괄하고 회계·기금간, 정부간 내부거래를 제외하여 순수한 재정활동을 파악하는 것이다."
AUG_TRAIN1627,재정통계해설,./train_source/재정통계해설.pdf,통합재정의 개념과 목적을 이해하기 위해 국가의 재정운용을 어떻게 개선할 수 있는 새로운 방법을 개발할 수 있는지 연구하고 있는 정부 정책의 어떤 측면에 집중하고 있나요?,"통합재정은 정부의 모든 수입과 지출을 통합적으로 파악하는 회계 방식을 의미하며, 국가 재정운용의 건전성을 판단하고 재정정책의 기본 방향을 수립하는 자료로 활용됩니다."
AUG_TRAIN1628,재정통계해설,./train_source/재정통계해설.pdf,국제통화기금의 재정통계 표준에 따라 작성된 통합재정 통계의 기준이 어떻게 변화했는지 설명해 주세요.,"통합재정 통계는 IMF의 GFSM에 따라 작성되며, 1994년부터는 분기별로, 1999년부터는 월별로 작성되었습니다."
AUG_TRAIN1629,재정통계해설,./train_source/재정통계해설.pdf,통합재정 통계를 분석하여 국가 재정의 효율성을 향상시키기 위한 새로운 정책 제안을 개발할 수 있는 방법은 무엇인가요?,통합재정 통계를 통해 국가전체의 재정지출 규모와 재정수지를 파악하여 국가 재원의 배분 모습과 국민경제에 미치는 영향을 분석할 수 있어 전략적 재정정책 수립에 기여할 수 있습니다.
AUG_TRAIN1630,재정통계해설,./train_source/재정통계해설.pdf,통합재정수지의 구성 요소 중에서 가장 중요한 것은 무엇인가요?,"통합재정수지는 통합재정수입과 통합재정지출의 차이로, 즉 통합재정수입에서 통합재정지출 및 순융자를 차감한 값입니다. 이를 통해 정부의 재정 상태를 파악할 수 있으며, 정부의 재정 건전성이나 경제에 대한 재정적 영향을 평가하는 데 사용됩니다."
AUG_TRAIN1631,재정통계해설,./train_source/재정통계해설.pdf,특별회계의 특정한 목적을 달성하기 위해 사용되는 재원은 어디에서 제공되나요?,특정한 재원으로 특정한 목적의 세출을 충당하는 회계이다.
AUG_TRAIN1632,재정통계해설,./train_source/재정통계해설.pdf,"기금의 특정 목적에 따른 운영 방식과 예산의 통일 원칙을 비교할 때, 예산과 기금의 구분에 영향을 미치는 요인은 무엇인가?","예산은 모든 수입이 하나의 공통적인 일반재원으로 들어와서 모든 지출이 예산 통일의 원칙에 따라 이루어지는 반면, 기금은 특정한 목적의 사업 추진을 위해 출연금·부담금 등을 재원으로 하며, 특정 수입과 지출이 연계됩니다."
AUG_TRAIN1633,재정통계해설,./train_source/재정통계해설.pdf,국회에서 예산 집행을 승인하기 전에 반드시 국회의 승인을 얻는 규칙은 무엇인가?,예산 사전의결의 원칙은 예산을 집행하기에 앞서 국회의 의결을 얻도록 하는 원칙입니다.
AUG_TRAIN1634,재정통계해설,./train_source/재정통계해설.pdf,일반회계는 국가의 주요 활동에 사용되는 재정적 기반을 형성하는 데 사용되는 회계 유형에 대해 설명하는 데 어떻게 도움이 되는가?,"일반회계는 나라살림의 기본이 되는 회계로 정부의 일반적인 재정활동에 사용되며, 가계의 급여통장이나 기업의 주거래 계좌와 같은 의미로 볼 수 있음"
AUG_TRAIN1635,재정통계해설,./train_source/재정통계해설.pdf,국세수입과 정부출자기업의 수입이 일반회계의 세입을 구성하는 주요 항목으로 어떤 비중을 차지하는가?,일반회계 세입은 소득세·법인세·부가가치세 등과 같은 국세수입과 정부출자기업의 배당수입·지분매각수입 등의 세외수입을 주요재원으로 함
AUG_TRAIN1637,재정통계해설,./train_source/재정통계해설.pdf,특정 기간 동안 국가가 재정을 운영하는 방식과 재원을 조달하는 방법을 얼마나 많은 돈으로 표시하는지 설명하는 것에 대한 규칙은 무엇인가?,"예산이란 일정 기간 동안 국가의 재정활동에 얼마만큼 지출하고 이를 위해 재원을 어떻게 조달할 것인가를 금액으로 표시한 것이며, 회계연도 단위로 작성되어 운용 회계연도 독립의 원칙에 따라 특정 회계연도의 지출은 당해 회계연도의 수입으로 이루어진다."
AUG_TRAIN1638,재정통계해설,./train_source/재정통계해설.pdf,세입세출예산의 작성기준은 무엇인가?,세입세출예산은 총계주의 원칙에 따라 한 회계연도의 일체의 수입을 세입으로 하고 일체의 지출을 세출로 하여 작성된다.
AUG_TRAIN1639,재정통계해설,./train_source/재정통계해설.pdf,"세입예산의 분류는 국세수입과 세외수입으로 나누어지고, 정부의 예산 수입의 본질에 따라 과목, 항목, 목으로 구분되는 방법을 설명해 줄 수 있나요?","국세수입과 세외수입으로 분류되며, 정부수입의 성질에 따라 과목 구조가 관, 항, 목으로 구분·관리된다."
AUG_TRAIN1640,재정통계해설,./train_source/재정통계해설.pdf,예산과정의 주요 단계는 무엇인지 설명할 수 있나요?,"정부에 의해 예산안이 마련되고 그 집행에 대한 책임이 해제될 때까지의 모든 절차를 의미하며, 행정부의 예산안 편성 및 국회 제출, 국회의 예산안 심의·확정, 각 부처의 예산 집행, 국회의 결산 승인으로 종료된다. 이러한 일련의 과정은 매 회계연도마다 반복적으로 이루어진다."
